Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2016-01-10,10,January,2016,45,Adults (35-64),M,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,446,360,806
2013-07-15,15,July,2013,41,Adults (35-64),M,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,558,450,1008
2015-07-15,15,July,2015,41,Adults (35-64),M,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,502,405,907
2014-05-08,8,May,2014,35,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,18,45,120,1307,810,2117
2016-05-08,8,May,2016,35,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,15,45,120,1089,675,1764
2013-08-16,16,August,2013,25,Young Adults (25-34),M,Germany,Hamburg,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,200,135,335
2015-08-16,16,August,2015,25,Young Adults (25-34),M,Germany,Hamburg,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,333,225,558
2013-10-10,10,October,2013,40,Adults (35-64),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,97,90,187
2015-10-10,10,October,2015,40,Adults (35-64),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,49,45,94
2013-12-30,30,December,2013,40,Adults (35-64),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
2015-12-30,30,December,2015,40,Adults (35-64),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,292,270,562
2014-04-29,29,April,2014,40,Adults (35-64),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,49,45,94
2016-04-29,29,April,2016,40,Adults (35-64),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,49,45,94
2014-07-18,18,July,2014,40,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,590,360,950
2016-07-18,18,July,2016,40,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,738,450,1188
2013-10-21,21,October,2013,38,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,211,135,346
2015-10-21,21,October,2015,38,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2014-06-10,10,June,2014,29,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223
2016-06-10,10,June,2016,29,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223
2014-03-10,10,March,2014,29,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,53,45,98
2016-03-10,10,March,2016,29,Young Adults (25-34),M,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,107,90,197
2014-05-03,3,May,2014,51,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,871,540,1411
2016-05-03,3,May,2016,51,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,14,45,120,1016,630,1646
2014-04-27,27,April,2014,44,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
2016-04-27,27,April,2016,44,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,517,315,832
2014-04-20,20,April,2014,39,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
2016-04-20,20,April,2016,39,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,74,45,119
2013-10-23,23,October,2013,38,Adults (35-64),F,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,223,180,403
2015-10-23,23,October,2015,38,Adults (35-64),F,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,112,90,202
2013-09-11,11,September,2013,19,Youth (<25),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,194,180,374
2015-09-11,11,September,2015,19,Youth (<25),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,243,225,468
2014-06-25,25,June,2014,62,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,25,45,120,1815,1125,2940
2016-06-25,25,June,2016,62,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1597,990,2587
2014-05-22,22,May,2014,37,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
2016-05-22,22,May,2016,37,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
2014-06-09,9,June,2014,37,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
2016-06-09,9,June,2016,37,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
2014-03-10,10,March,2014,43,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
2016-03-10,10,March,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
2013-09-26,26,September,2013,45,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,243,225,468
2015-09-26,26,September,2015,45,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
2014-04-17,17,April,2014,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,23,45,120,1615,1035,2650
2016-04-17,17,April,2016,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1544,990,2534
2014-05-15,15,May,2014,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,281,180,461
2016-05-15,15,May,2016,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2014-02-01,1,February,2014,35,Adults (35-64),F,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223
2016-02-01,1,February,2016,35,Adults (35-64),F,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,67,45,112
2014-04-29,29,April,2014,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2016-04-29,29,April,2016,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2013-09-11,11,September,2013,39,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
2015-09-11,11,September,2015,39,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
2014-07-10,10,July,2014,39,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
2016-07-10,10,July,2016,39,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
2013-12-29,29,December,2013,17,Youth (<25),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,517,315,832
2015-12-29,29,December,2015,17,Youth (<25),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
2014-06-26,26,June,2014,61,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1624,990,2614
2016-06-26,26,June,2016,61,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1624,990,2614
2014-03-28,28,March,2014,54,Adults (35-64),F,Canada,Alberta,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,525,315,840
2016-03-28,28,March,2016,54,Adults (35-64),F,Canada,Alberta,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,375,225,600
2014-06-28,28,June,2014,48,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
2016-06-28,28,June,2016,48,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,281,180,461
2014-02-26,26,February,2014,24,Youth (<25),M,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,448,405,853
2016-02-26,26,February,2016,24,Youth (<25),M,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,498,450,948
2014-07-29,29,July,2014,35,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,19,45,120,1334,855,2189
2016-07-29,29,July,2016,35,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,16,45,120,1123,720,1843
2014-07-14,14,July,2014,49,Adults (35-64),M,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,908,765,1673
2016-07-14,14,July,2016,49,Adults (35-64),M,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,908,765,1673
2013-11-19,19,November,2013,19,Youth (<25),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
2015-11-19,19,November,2015,19,Youth (<25),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
2014-04-06,6,April,2014,42,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
2016-04-06,6,April,2016,42,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
2014-06-21,21,June,2014,42,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,23,45,120,1615,1035,2650
2016-06-21,21,June,2016,42,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,24,45,120,1685,1080,2765
2014-05-22,22,May,2014,44,Adults (35-64),F,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,185,180,365
2016-05-22,22,May,2016,44,Adults (35-64),F,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,92,90,182
2014-05-04,4,May,2014,45,Adults (35-64),F,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,666,450,1116
2016-05-04,4,May,2016,45,Adults (35-64),F,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,466,315,781
2013-12-07,7,December,2013,27,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,21,45,120,1121,945,2066
2015-12-07,7,December,2015,27,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1175,990,2165
2013-08-25,25,August,2013,22,Youth (<25),M,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,92,90,182
2015-08-25,25,August,2015,22,Youth (<25),M,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,92,90,182
2013-10-01,1,October,2013,23,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,211,135,346
2015-10-01,1,October,2015,23,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2014-01-03,3,January,2014,58,Adults (35-64),M,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,214,180,394
2016-01-03,3,January,2016,58,Adults (35-64),M,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,320,270,590
2013-10-26,26,October,2013,18,Youth (<25),M,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,481,405,886
2015-10-26,26,October,2015,18,Youth (<25),M,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,534,450,984
2013-10-13,13,October,2013,23,Youth (<25),F,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
2015-10-13,13,October,2015,23,Youth (<25),F,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,535,405,940
2013-11-24,24,November,2013,46,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,594,450,1044
2015-11-24,24,November,2015,46,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,713,540,1253
2013-11-25,25,November,2013,46,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,297,225,522
2015-11-25,25,November,2015,46,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
2014-05-02,2,May,2014,52,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,738,450,1188
2016-05-02,2,May,2016,52,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,664,405,1069
2014-03-09,9,March,2014,47,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2016-03-09,9,March,2016,47,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2014-03-14,14,March,2014,25,Young Adults (25-34),M,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,297,225,522
2016-03-14,14,March,2016,25,Young Adults (25-34),M,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,178,135,313
2013-12-01,1,December,2013,49,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
2015-12-01,1,December,2015,49,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
2014-06-30,30,June,2014,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,598,540,1138
2016-06-30,30,June,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,647,585,1232
2014-02-28,28,February,2014,36,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,15,45,120,1089,675,1764
2016-02-28,28,February,2016,36,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,16,45,120,1162,720,1882
2014-05-13,13,May,2014,42,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,590,360,950
2016-05-13,13,May,2016,42,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,664,405,1069
2014-05-03,3,May,2014,34,Young Adults (25-34),M,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,19,45,120,1015,855,1870
2016-05-03,3,May,2016,34,Young Adults (25-34),M,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,16,45,120,854,720,1574
2013-08-08,8,August,2013,25,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
2015-08-08,8,August,2015,25,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
2014-03-18,18,March,2014,39,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,374,315,689
2016-03-18,18,March,2016,39,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,481,405,886
2014-04-18,18,April,2014,39,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,427,360,787
2016-04-18,18,April,2016,39,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
2014-03-01,1,March,2014,30,Young Adults (25-34),F,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,323,315,638
2016-03-01,1,March,2016,30,Young Adults (25-34),F,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,185,180,365
2013-08-28,28,August,2013,54,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
2015-08-28,28,August,2015,54,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
2014-03-25,25,March,2014,29,Young Adults (25-34),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
2016-03-25,25,March,2016,29,Young Adults (25-34),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,292,270,562
2013-12-31,31,December,2013,31,Young Adults (25-34),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,15,45,120,729,675,1404
2015-12-31,31,December,2015,31,Young Adults (25-34),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,583,540,1123
2014-04-13,13,April,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
2016-04-13,13,April,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
2014-04-30,30,April,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
2016-04-30,30,April,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
2013-10-03,3,October,2013,25,Young Adults (25-34),M,France,Essonne,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
2015-10-03,3,October,2015,25,Young Adults (25-34),M,France,Essonne,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
2014-02-28,28,February,2014,22,Youth (<25),F,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,160,135,295
2016-02-28,28,February,2016,22,Youth (<25),F,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,160,135,295
2014-05-05,5,May,2014,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
2016-05-05,5,May,2016,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,517,315,832
2014-01-27,27,January,2014,33,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,149,135,284
2016-01-27,27,January,2016,33,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,50,45,95
2013-10-23,23,October,2013,62,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
2015-10-23,23,October,2015,62,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
2014-06-05,5,June,2014,42,Adults (35-64),M,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
2016-06-05,5,June,2016,42,Adults (35-64),M,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
2013-11-21,21,November,2013,47,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,562,360,922
2015-11-21,21,November,2015,47,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
2013-08-25,25,August,2013,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,221,135,356
2015-08-25,25,August,2015,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
2014-01-20,20,January,2014,45,Adults (35-64),M,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,534,450,984
2016-01-20,20,January,2016,45,Adults (35-64),M,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,374,315,689
2013-09-19,19,September,2013,22,Youth (<25),F,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,119,90,209
2015-09-19,19,September,2015,22,Youth (<25),F,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,59,45,104
2013-11-13,13,November,2013,57,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,437,405,842
2015-11-13,13,November,2015,57,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
2014-05-03,3,May,2014,49,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
2016-05-03,3,May,2016,49,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
2014-07-04,4,July,2014,61,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,97,90,187
2016-07-04,4,July,2016,61,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,97,90,187
2013-09-18,18,September,2013,40,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
2015-09-18,18,September,2015,40,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
2014-04-10,10,April,2014,40,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
2016-04-10,10,April,2016,40,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
2014-03-09,9,March,2014,38,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
2016-03-09,9,March,2016,38,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
2014-05-05,5,May,2014,38,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
2016-05-05,5,May,2016,38,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
2014-06-16,16,June,2014,56,Adults (35-64),M,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1624,990,2614
2016-06-16,16,June,2016,56,Adults (35-64),M,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,20,45,120,1476,900,2376
2014-04-23,23,April,2014,36,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,632,585,1217
2016-04-23,23,April,2016,36,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,632,585,1217
2013-10-02,2,October,2013,37,Adults (35-64),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
2015-10-02,2,October,2015,37,Adults (35-64),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
2013-08-18,18,August,2013,43,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
2015-08-18,18,August,2015,43,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
2013-09-08,8,September,2013,44,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,140,90,230
2015-09-08,8,September,2015,44,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2013-09-03,3,September,2013,45,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,351,225,576
2015-09-03,3,September,2015,45,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
2013-08-23,23,August,2013,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,281,180,461
2015-08-23,23,August,2015,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2013-10-03,3,October,2013,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,632,405,1037
2015-10-03,3,October,2015,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,632,405,1037
2013-10-25,25,October,2013,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
2015-10-25,25,October,2015,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
2013-09-14,14,September,2013,45,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
2015-09-14,14,September,2015,45,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
2014-06-14,14,June,2014,59,Adults (35-64),M,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,107,90,197
2016-06-14,14,June,2016,59,Adults (35-64),M,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,53,45,98
2013-08-28,28,August,2013,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
2015-08-28,28,August,2015,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,632,405,1037
2014-03-04,4,March,2014,39,Adults (35-64),F,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,398,360,758
2016-03-04,4,March,2016,39,Adults (35-64),F,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,349,315,664
